id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
10119-PK-P_5113,"Vestido Samara Midi","Cor: PINK, Tamanho: P",https://paolagiacomelli.com.br/wp-content/uploads/2021/05/1_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/produto/vestido-samara-midi/?attribute_pa_cor=pink&attribute_pa_tamanho=p,"Vestido Mid","Paola Giacomelli",449.99BRL,in stock,10119_4445,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/05/2_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/05/3_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/05/1_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/05/4_SamaraMid_sizeOK.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,224.99BRL,new,published,,,,,,,"cor:PINK/AZUL MARINHO/LILAS:PINK,tamanho:GG/PP/M/P/G:P"
10119-PK-M_5112,"Vestido Samara Midi","Cor: PINK, Tamanho: M",https://paolagiacomelli.com.br/wp-content/uploads/2021/05/1_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/produto/vestido-samara-midi/?attribute_pa_cor=pink&attribute_pa_tamanho=m,"Vestido Mid","Paola Giacomelli",449.99BRL,in stock,10119_4445,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/05/2_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/05/3_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/05/1_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/05/4_SamaraMid_sizeOK.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,224.99BRL,new,published,,,,,,,"cor:PINK/AZUL MARINHO/LILAS:PINK,tamanho:GG/PP/M/P/G:M"
10119-PK-GG_5111,"Vestido Samara Midi","Cor: PINK, Tamanho: GG",https://paolagiacomelli.com.br/wp-content/uploads/2021/05/1_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/produto/vestido-samara-midi/?attribute_pa_cor=pink&attribute_pa_tamanho=gg,"Vestido Mid","Paola Giacomelli",449.99BRL,in stock,10119_4445,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/05/2_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/05/3_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/05/1_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/05/4_SamaraMid_sizeOK.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,224.99BRL,new,published,,,,,,,"cor:PINK/AZUL MARINHO/LILAS:PINK,tamanho:GG/PP/M/P/G:GG"
10119-PK-G_5110,"Vestido Samara Midi","Cor: PINK, Tamanho: G",https://paolagiacomelli.com.br/wp-content/uploads/2021/05/1_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/produto/vestido-samara-midi/?attribute_pa_cor=pink&attribute_pa_tamanho=g,"Vestido Mid","Paola Giacomelli",449.99BRL,in stock,10119_4445,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/05/2_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/05/3_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/05/1_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/05/4_SamaraMid_sizeOK.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,224.99BRL,new,published,,,,,,,"cor:PINK/AZUL MARINHO/LILAS:PINK,tamanho:GG/PP/M/P/G:G"
10119-LL-PP_5109,"Vestido Samara Midi","Cor: LILAS, Tamanho: PP",https://paolagiacomelli.com.br/wp-content/uploads/2021/05/3_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/produto/vestido-samara-midi/?attribute_pa_cor=lilas&attribute_pa_tamanho=pp,"Vestido Mid","Paola Giacomelli",449.99BRL,in stock,10119_4445,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/05/2_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/05/3_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/05/1_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/05/4_SamaraMid_sizeOK.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,224.99BRL,new,published,,,,,,,"cor:PINK/AZUL MARINHO/LILAS:LILAS,tamanho:GG/PP/M/P/G:PP"
10119-LL-M_5107,"Vestido Samara Midi","Cor: LILAS, Tamanho: M",https://paolagiacomelli.com.br/wp-content/uploads/2021/05/3_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/produto/vestido-samara-midi/?attribute_pa_cor=lilas&attribute_pa_tamanho=m,"Vestido Mid","Paola Giacomelli",449.99BRL,in stock,10119_4445,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/05/2_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/05/3_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/05/1_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/05/4_SamaraMid_sizeOK.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,224.99BRL,new,published,,,,,,,"cor:PINK/AZUL MARINHO/LILAS:LILAS,tamanho:GG/PP/M/P/G:M"
10119-AZ-P_5103,"Vestido Samara Midi","Cor: AZUL MARINHO, Tamanho: P",https://paolagiacomelli.com.br/wp-content/uploads/2021/05/2_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/produto/vestido-samara-midi/?attribute_pa_cor=azul-marinho&attribute_pa_tamanho=p,"Vestido Mid","Paola Giacomelli",449.99BRL,in stock,10119_4445,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/05/3_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/05/1_SamaraMid_sizeOK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/05/4_SamaraMid_sizeOK.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,224.99BRL,new,published,,,,,,,"cor:PINK/AZUL MARINHO/LILAS:AZUL MARINHO,tamanho:GG/PP/M/P/G:P"
10123-VE-GG_5006,"Calça Vanessa","Cor: VERDE BANDEIRA, Tamanho: GG",https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Calça-Vanessa_01OK.jpg,https://paolagiacomelli.com.br/produto/calca-vanessa/?attribute_pa_cor=verde-bandeira&attribute_pa_tamanho=gg,"Calça, Calça Slim","Paola Giacomelli",359.99BRL,in stock,10123_4988,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Calça-Vanessa_03OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Calça-Vanessa_04OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Calça-Vanessa_05OK.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,179.99BRL,new,published,,,,,,,"cor:VERDE BANDEIRA/PRETO:VERDE BANDEIRA,tamanho:PP/M/P/G/GG:GG"
10123-PR-GG_5005,"Calça Vanessa","Cor: PRETO, Tamanho: GG",https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Calça-Vanessa_03OK.jpg,https://paolagiacomelli.com.br/produto/calca-vanessa/?attribute_pa_cor=preto&attribute_pa_tamanho=gg,"Calça, Calça Slim","Paola Giacomelli",359.99BRL,in stock,10123_4988,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Calça-Vanessa_01OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Calça-Vanessa_03OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Calça-Vanessa_04OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Calça-Vanessa_05OK.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,179.99BRL,new,published,,,,,,,"cor:VERDE BANDEIRA/PRETO:PRETO,tamanho:PP/M/P/G/GG:GG"
10123-VE-G_5004,"Calça Vanessa","Cor: VERDE BANDEIRA, Tamanho: G",https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Calça-Vanessa_01OK.jpg,https://paolagiacomelli.com.br/produto/calca-vanessa/?attribute_pa_cor=verde-bandeira&attribute_pa_tamanho=g,"Calça, Calça Slim","Paola Giacomelli",359.99BRL,in stock,10123_4988,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Calça-Vanessa_03OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Calça-Vanessa_04OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Calça-Vanessa_05OK.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,179.99BRL,new,published,,,,,,,"cor:VERDE BANDEIRA/PRETO:VERDE BANDEIRA,tamanho:PP/M/P/G/GG:G"
10123-VE-P_5000,"Calça Vanessa","Cor: VERDE BANDEIRA, Tamanho: P",https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Calça-Vanessa_01OK.jpg,https://paolagiacomelli.com.br/produto/calca-vanessa/?attribute_pa_cor=verde-bandeira&attribute_pa_tamanho=p,"Calça, Calça Slim","Paola Giacomelli",359.99BRL,in stock,10123_4988,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Calça-Vanessa_03OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Calça-Vanessa_04OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Calça-Vanessa_05OK.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,179.99BRL,new,published,,,,,,,"cor:VERDE BANDEIRA/PRETO:VERDE BANDEIRA,tamanho:PP/M/P/G/GG:P"
10123-PR-P_4999,"Calça Vanessa","Cor: PRETO, Tamanho: P",https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Calça-Vanessa_03OK.jpg,https://paolagiacomelli.com.br/produto/calca-vanessa/?attribute_pa_cor=preto&attribute_pa_tamanho=p,"Calça, Calça Slim","Paola Giacomelli",359.99BRL,in stock,10123_4988,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Calça-Vanessa_01OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Calça-Vanessa_03OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Calça-Vanessa_04OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Calça-Vanessa_05OK.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,179.99BRL,new,published,,,,,,,"cor:VERDE BANDEIRA/PRETO:PRETO,tamanho:PP/M/P/G/GG:P"
4113-VE-GG_4986,"Blusa Vanessa","Cor: VERDE BANDEIRA, Tamanho: GG",https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Blusa-Vanessa_01OK.jpg,https://paolagiacomelli.com.br/produto/blusa-vanessa/?attribute_pa_cor=verde-bandeira&attribute_pa_tamanho=gg,"Blusa, Blusa Manga Curta","Paola Giacomelli",259.99BRL,in stock,4113_4968,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Blusa-Vanessa_03OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Blusa-Vanessa_05OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Blusa-Vanessa_02OK.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,129.99BRL,new,published,,,,,,,"cor:PRETO/VERDE BANDEIRA:VERDE BANDEIRA,tamanho:M/P/PP/G/GG:GG"
4113-PR-GG_4985,"Blusa Vanessa","Cor: PRETO, Tamanho: GG",https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Blusa-Vanessa_03OK.jpg,https://paolagiacomelli.com.br/produto/blusa-vanessa/?attribute_pa_cor=preto&attribute_pa_tamanho=gg,"Blusa, Blusa Manga Curta","Paola Giacomelli",259.99BRL,in stock,4113_4968,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Blusa-Vanessa_01OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Blusa-Vanessa_03OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Blusa-Vanessa_05OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Blusa-Vanessa_02OK.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,129.99BRL,new,published,,,,,,,"cor:PRETO/VERDE BANDEIRA:PRETO,tamanho:M/P/PP/G/GG:GG"
4113-VE-G_4984,"Blusa Vanessa","Cor: VERDE BANDEIRA, Tamanho: G",https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Blusa-Vanessa_01OK.jpg,https://paolagiacomelli.com.br/produto/blusa-vanessa/?attribute_pa_cor=verde-bandeira&attribute_pa_tamanho=g,"Blusa, Blusa Manga Curta","Paola Giacomelli",259.99BRL,in stock,4113_4968,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Blusa-Vanessa_03OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Blusa-Vanessa_05OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Blusa-Vanessa_02OK.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,129.99BRL,new,published,,,,,,,"cor:PRETO/VERDE BANDEIRA:VERDE BANDEIRA,tamanho:M/P/PP/G/GG:G"
4113-PR-M_4981,"Blusa Vanessa","Cor: PRETO, Tamanho: M",https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Blusa-Vanessa_03OK.jpg,https://paolagiacomelli.com.br/produto/blusa-vanessa/?attribute_pa_cor=preto&attribute_pa_tamanho=m,"Blusa, Blusa Manga Curta","Paola Giacomelli",259.99BRL,in stock,4113_4968,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Blusa-Vanessa_01OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Blusa-Vanessa_03OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Blusa-Vanessa_05OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Blusa-Vanessa_02OK.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,129.99BRL,new,published,,,,,,,"cor:PRETO/VERDE BANDEIRA:PRETO,tamanho:M/P/PP/G/GG:M"
4113-VE-PP_4978,"Blusa Vanessa","Cor: VERDE BANDEIRA, Tamanho: PP",https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Blusa-Vanessa_01OK.jpg,https://paolagiacomelli.com.br/produto/blusa-vanessa/?attribute_pa_cor=verde-bandeira&attribute_pa_tamanho=pp,"Blusa, Blusa Manga Curta","Paola Giacomelli",259.99BRL,in stock,4113_4968,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Blusa-Vanessa_03OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Blusa-Vanessa_05OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Blusa-Vanessa_02OK.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,129.99BRL,new,published,,,,,,,"cor:PRETO/VERDE BANDEIRA:VERDE BANDEIRA,tamanho:M/P/PP/G/GG:PP"
10122-LV-G_4965,"Vestido Julia","Estampa: LISTRAS VERDE, Tamanho: G",https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Julia_01OK.jpg,https://paolagiacomelli.com.br/produto/vestido-julia/?attribute_pa_estampa=listras&attribute_pa_tamanho=g,"Vestido, Vestido Longo, Vestido Longo de Manga 3/4","Paola Giacomelli",459.99BRL,in stock,10122_4953,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Julia_02OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Julia_03OK.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,229.99BRL,new,published,,,,,,,"estampa:LISTRAS VERDE:LISTRAS VERDE,tamanho:PP/P/M/G/GG:G"
10122-LV-M_4964,"Vestido Julia","Estampa: LISTRAS VERDE, Tamanho: M",https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Julia_01OK.jpg,https://paolagiacomelli.com.br/produto/vestido-julia/?attribute_pa_estampa=listras&attribute_pa_tamanho=m,"Vestido, Vestido Longo, Vestido Longo de Manga 3/4","Paola Giacomelli",459.99BRL,in stock,10122_4953,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Julia_02OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Julia_03OK.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,229.99BRL,new,published,,,,,,,"estampa:LISTRAS VERDE:LISTRAS VERDE,tamanho:PP/P/M/G/GG:M"
10122-LV-P_4963,"Vestido Julia","Estampa: LISTRAS VERDE, Tamanho: P",https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Julia_01OK.jpg,https://paolagiacomelli.com.br/produto/vestido-julia/?attribute_pa_estampa=listras&attribute_pa_tamanho=p,"Vestido, Vestido Longo, Vestido Longo de Manga 3/4","Paola Giacomelli",459.99BRL,in stock,10122_4953,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Julia_02OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Julia_03OK.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,229.99BRL,new,published,,,,,,,"estampa:LISTRAS VERDE:LISTRAS VERDE,tamanho:PP/P/M/G/GG:P"
10122-LV-PP_4962,"Vestido Julia","Estampa: LISTRAS VERDE, Tamanho: PP",https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Julia_01OK.jpg,https://paolagiacomelli.com.br/produto/vestido-julia/?attribute_pa_estampa=listras&attribute_pa_tamanho=pp,"Vestido, Vestido Longo, Vestido Longo de Manga 3/4","Paola Giacomelli",459.99BRL,in stock,10122_4953,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Julia_02OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Julia_03OK.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,229.99BRL,new,published,,,,,,,"estampa:LISTRAS VERDE:LISTRAS VERDE,tamanho:PP/P/M/G/GG:PP"
4111-PR-G_4930,"Top Jessica","Cor: PRETO, Tamanho: G",https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Top-Jessica_04OK.jpg,https://paolagiacomelli.com.br/produto/top-jessica/?attribute_pa_cor=preto&attribute_pa_tamanho=g,"Top, Top de Alcinha","Paola Giacomelli",199.99BRL,in stock,4111_4915,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Top-Jessica_01OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Top-Jessica_02OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Top-Jessica_03OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Top-Jessica_04OK.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,99.99BRL,new,published,,,,,,,"cor:BEGE/PRETO:PRETO,tamanho:P/M/PP/G/GG:G"
4111-BE-M_4929,"Top Jessica","Cor: BEGE, Tamanho: M",https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Top-Jessica_01OK.jpg,https://paolagiacomelli.com.br/produto/top-jessica/?attribute_pa_cor=bege&attribute_pa_tamanho=m,"Top, Top de Alcinha","Paola Giacomelli",199.99BRL,in stock,4111_4915,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Top-Jessica_02OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Top-Jessica_03OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Top-Jessica_04OK.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,99.99BRL,new,published,,,,,,,"cor:BEGE/PRETO:BEGE,tamanho:P/M/PP/G/GG:M"
10121-BE-GG_4912,"Vestido Jessica","Cor: BEGE, Tamanho: GG",https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_01OK.jpg,https://paolagiacomelli.com.br/produto/vestido-jessica/?attribute_pa_cor=bege&attribute_pa_tamanho=gg,"Vestido, Vestido Longo, Vestido Longo de Alcinha","Paola Giacomelli",399.99BRL,in stock,10121_4894,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_02OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_03OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_04OK.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,199.99BRL,new,published,,,,,,,"cor:BEGE/PRETO:BEGE,tamanho:PP/P/M/G/GG:GG"
10121-BE-G_4910,"Vestido Jessica","Cor: BEGE, Tamanho: G",https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_01OK.jpg,https://paolagiacomelli.com.br/produto/vestido-jessica/?attribute_pa_cor=bege&attribute_pa_tamanho=g,"Vestido, Vestido Longo, Vestido Longo de Alcinha","Paola Giacomelli",399.99BRL,in stock,10121_4894,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_02OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_03OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_04OK.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,199.99BRL,new,published,,,,,,,"cor:BEGE/PRETO:BEGE,tamanho:PP/P/M/G/GG:G"
10121-BE-P_4906,"Vestido Jessica","Cor: BEGE, Tamanho: P",https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_01OK.jpg,https://paolagiacomelli.com.br/produto/vestido-jessica/?attribute_pa_cor=bege&attribute_pa_tamanho=p,"Vestido, Vestido Longo, Vestido Longo de Alcinha","Paola Giacomelli",399.99BRL,in stock,10121_4894,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_02OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_03OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_04OK.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,199.99BRL,new,published,,,,,,,"cor:BEGE/PRETO:BEGE,tamanho:PP/P/M/G/GG:P"
10121-PR-P_4905,"Vestido Jessica","Cor: PRETO, Tamanho: P",https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_05OK.jpg,https://paolagiacomelli.com.br/produto/vestido-jessica/?attribute_pa_cor=preto&attribute_pa_tamanho=p,"Vestido, Vestido Longo, Vestido Longo de Alcinha","Paola Giacomelli",399.99BRL,in stock,10121_4894,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_01OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_02OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_03OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_04OK.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,199.99BRL,new,published,,,,,,,"cor:BEGE/PRETO:PRETO,tamanho:PP/P/M/G/GG:P"
10121-BE-PP_4904,"Vestido Jessica","Cor: BEGE, Tamanho: PP",https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_01OK.jpg,https://paolagiacomelli.com.br/produto/vestido-jessica/?attribute_pa_cor=bege&attribute_pa_tamanho=pp,"Vestido, Vestido Longo, Vestido Longo de Alcinha","Paola Giacomelli",399.99BRL,in stock,10121_4894,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_02OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_03OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_04OK.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,199.99BRL,new,published,,,,,,,"cor:BEGE/PRETO:BEGE,tamanho:PP/P/M/G/GG:PP"
10121-PR-PP_4903,"Vestido Jessica","Cor: PRETO, Tamanho: PP",https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_05OK.jpg,https://paolagiacomelli.com.br/produto/vestido-jessica/?attribute_pa_cor=preto&attribute_pa_tamanho=pp,"Vestido, Vestido Longo, Vestido Longo de Alcinha","Paola Giacomelli",399.99BRL,in stock,10121_4894,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_01OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_02OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_03OK.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/06/Vestido-Jessica_04OK.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,199.99BRL,new,published,,,,,,,"cor:BEGE/PRETO:PRETO,tamanho:PP/P/M/G/GG:PP"
4102-VE-PP_4789,"Blusa Giovana","Cor: VERDE BANDEIRA, Tamanho: PP",https://paolagiacomelli.com.br/wp-content/uploads/2021/04/Saia-Jordana-Verde_size.jpg,https://paolagiacomelli.com.br/produto/blusa-giovana/?attribute_pa_cor=verde-bandeira&attribute_pa_tamanho=pp,"Blusa Manga Curta","Paola Giacomelli",169.99BRL,in stock,4102_4043,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/04/Blusa-Giovana-Preta-2_size-1.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/04/Blusa-Giovana-Bege-1_size.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/04/Blusa-Giovana-Off-2_size.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/04/Blusa-Giovana-Bege-2_size.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,118.99BRL,new,published,,,,,,,"cor:VERDE BANDEIRA/PRETO/OFF/BEGE/ROSA:VERDE BANDEIRA,tamanho:GG/G/M/P/PP:PP"
10116-RO-GG_4788,"Vestido Victoria","Cor: ROSA, Tamanho: GG",https://paolagiacomelli.com.br/wp-content/uploads/2021/05/1_VestidoVictoria_sizeOK.jpg,https://paolagiacomelli.com.br/produto/vestido-victoria/?attribute_pa_cor=rosa&attribute_pa_tamanho=gg,"Mid, Vestido, Vestido Mid","Paola Giacomelli",449.99BRL,in stock,10116_4442,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/05/2_VestidoVictoria_sizeOK.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,224.99BRL,new,published,,,,,,,"cor:AZUL MARINHO/ROSA:ROSA,tamanho:GG/G/M/P/PP:GG"
