cod_produto,cod_mae,cod_barras,nome_produto,categoria,subcategoria,cores,tamanho,qtde_estoque,preco-errado,preco-certo,tags,descricao_produto,imagem_produto,medidas,busto,cintura
36321,30683A,2000000002118,ALÇA BUBBLE SATIN C/ RENDA,BLUSAS,REGATA,OFF,M,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,30683A - ALÇA BUBBLE SATIN C/ RENDA - Tam M Cor OFF,    ,M BUSTO 89 CM ,  ,   
36322,30683A,2000000002125,ALÇA BUBBLE SATIN C/ RENDA,BLUSAS,REGATA,PRETA,M,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,30683A - ALÇA BUBBLE SATIN C/ RENDA - Tam M Cor PRETA,    ,M BUSTO 89 CM ,  ,   
36323,30683A,2000000002132,ALÇA BUBBLE SATIN C/ RENDA,BLUSAS,REGATA,PRETA,G,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,30683A - ALÇA BUBBLE SATIN C/ RENDA - Tam G Cor PRETA,    ,G BUSTO 93 CM,  ,   
36324,30683A,2000000002149,ALÇA BUBBLE SATIN C/ RENDA,BLUSAS,REGATA,PRETA,P,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,30683A - ALÇA BUBBLE SATIN C/ RENDA - Tam P Cor PRETA,    ,P BUSTO 85 CM,  ,   
36325,30683A,2000000002156,ALÇA BUBBLE SATIN C/ RENDA,BLUSAS,REGATA,VERMELHA,P,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,30683A - ALÇA BUBBLE SATIN C/ RENDA - Tam P Cor VERMELHA,    ,P BUSTO 85 CM,  ,   
36326,30683A,2000000002163,ALÇA BUBBLE SATIN C/ RENDA,BLUSAS,REGATA,VERMELHA,M,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,30683A - ALÇA BUBBLE SATIN C/ RENDA - Tam M Cor VERMELHA,    ,M BUSTO 89 CM ,  ,   
36327,30683A,2000000002170,ALÇA BUBBLE SATIN C/ RENDA,BLUSAS,REGATA,VERMELHA,G,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,30683A - ALÇA BUBBLE SATIN C/ RENDA - Tam G Cor VERMELHA,    ,G BUSTO 93 CM,  ,   
36328,30735A,2000000002217,BL. BUBBLE BABADOS  NO OMBRO,BLUSAS,REGATA,VERMELHA,P,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> POLIÉSTER + ELASTANO,30735A - BL. BUBBLE BABADOS  NO OMBRO - Tam P Cor VERMELHA,    ,P BUSTO 85 CM,  ,   
36329,30735A,2000000002224,BL. BUBBLE BABADOS  NO OMBRO,BLUSAS,REGATA,VERMELHA,M,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> POLIÉSTER + ELASTANO,30735A - BL. BUBBLE BABADOS  NO OMBRO - Tam M Cor VERMELHA,    ,M BUSTO 89 CM ,  ,   
36330,30735A,2000000002231,BL. BUBBLE BABADOS  NO OMBRO,BLUSAS,REGATA,VERMELHA,G,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> POLIÉSTER + ELASTANO,30735A - BL. BUBBLE BABADOS  NO OMBRO - Tam G Cor VERMELHA,    ,G BUSTO 93 CM,  ,   
36331,30735A,2000000002248,BL. BUBBLE BABADOS  NO OMBRO,BLUSAS,REGATA,PRETA,P,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> POLIÉSTER + ELASTANO,30735A - BL. BUBBLE BABADOS  NO OMBRO - Tam P Cor PRETA,    ,P BUSTO 85 CM,  ,   
36332,30735A,2000000002255,BL. BUBBLE BABADOS  NO OMBRO,BLUSAS,REGATA,PRETA,M,2,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> POLIÉSTER + ELASTANO,30735A - BL. BUBBLE BABADOS  NO OMBRO - Tam M Cor PRETA,    ,M BUSTO 89 CM ,  ,   
36333,30735A,2000000002262,BL. BUBBLE BABADOS  NO OMBRO,BLUSAS,REGATA,PRETA,G,2,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> POLIÉSTER + ELASTANO,30735A - BL. BUBBLE BABADOS  NO OMBRO - Tam G Cor PRETA,    ,G BUSTO 93 CM,  ,   
36334,30735A,2000000002279,BL. BUBBLE BABADOS  NO OMBRO,BLUSAS,REGATA,OFF,P,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> POLIÉSTER + ELASTANO,30735A - BL. BUBBLE BABADOS  NO OMBRO - Tam P Cor OFF,    ,P BUSTO 85 CM,  ,   
36335,30735A,2000000002286,BL. BUBBLE BABADOS  NO OMBRO,BLUSAS,REGATA,OFF,M,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> POLIÉSTER + ELASTANO,30735A - BL. BUBBLE BABADOS  NO OMBRO - Tam M Cor OFF,    ,M BUSTO 89 CM ,  ,   
36336,30735A,2000000002293,BL. BUBBLE BABADOS  NO OMBRO,BLUSAS,REGATA,OFF,G,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> POLIÉSTER + ELASTANO,30735A - BL. BUBBLE BABADOS  NO OMBRO - Tam G Cor OFF,    ,G BUSTO 93 CM,  ,   
36337,30735A,2000000002309,BL. BUBBLE BABADOS  NO OMBRO,BLUSAS,REGATA,AZUL BEBE,P,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> POLIÉSTER + ELASTANO,30735A - BL. BUBBLE BABADOS  NO OMBRO - Tam P Cor AZUL BEBE,    ,P BUSTO 85 CM,  ,   
36338,30735A,2000000002316,BL. BUBBLE BABADOS  NO OMBRO,BLUSAS,REGATA,AZUL BEBE,M,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> POLIÉSTER + ELASTANO,30735A - BL. BUBBLE BABADOS  NO OMBRO - Tam M Cor AZUL BEBE,    ,M BUSTO 89 CM ,  ,   
36339,30735A,2000000002323,BL. BUBBLE BABADOS  NO OMBRO,BLUSAS,REGATA,ROSA BEBE,P,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> POLIÉSTER + ELASTANO,30735A - BL. BUBBLE BABADOS  NO OMBRO - Tam P Cor ROSA BEBE,    ,P BUSTO 85 CM,  ,   
36340,30735A,2000000002330,BL. BUBBLE BABADOS  NO OMBRO,BLUSAS,REGATA,ROSA BEBE,M,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> POLIÉSTER + ELASTANO,30735A - BL. BUBBLE BABADOS  NO OMBRO - Tam M Cor ROSA BEBE,    ,M BUSTO 89 CM ,  ,   
36341,30740A,2000000001876,SHORT BÁSICO HIDENSE,SHORTS,SHORTS,AZUL,P,0,12999,129.99,FASHION MODA TREND >> SHORTS >> SHORTS >> POLIÉSTER + ELASTANO,30740A - SHORT BÁSICO HIDENSE - Tam P Cor AZUL,    ,P CINTURA 76CM QUADRIL 98CM COMPRIMENTO 38CM ,  ,   
36342,30740A,2000000001883,SHORT BÁSICO HIDENSE,SHORTS,SHORTS,PRETO,P,5,12999,129.99,FASHION MODA TREND >> SHORTS >> SHORTS >> POLIÉSTER + ELASTANO,30740A - SHORT BÁSICO HIDENSE - Tam P Cor PRETO,    ,P CINTURA 76CM QUADRIL 98CM COMPRIMENTO 38CM ,  ,   
36343,30740A,2000000001890,SHORT BÁSICO HIDENSE,SHORTS,SHORTS,PRETO,M,3,12999,129.99,FASHION MODA TREND >> SHORTS >> SHORTS >> POLIÉSTER + ELASTANO,30740A - SHORT BÁSICO HIDENSE - Tam M Cor PRETO,    ,M CINTURA 80CM QUADRIL 102CM COMPRIMENTO 42CM,  ,   
36344,30740A,2000000001906,SHORT BÁSICO HIDENSE,SHORTS,SHORTS,PRETO,G,2,12999,129.99,FASHION MODA TREND >> SHORTS >> SHORTS >> POLIÉSTER + ELASTANO,30740A - SHORT BÁSICO HIDENSE - Tam G Cor PRETO,    ,G CINTURA 84CM QUADRIL 106CM COMPRIMENTO 46 CM,  ,   
36345,30740A,2000000001913,SHORT BÁSICO HIDENSE,SHORTS,SHORTS,OFF,P,3,12999,129.99,FASHION MODA TREND >> SHORTS >> SHORTS >> POLIÉSTER + ELASTANO,30740A - SHORT BÁSICO HIDENSE - Tam P Cor OFF,    ,P CINTURA 76CM QUADRIL 98CM COMPRIMENTO 38CM ,  ,   
36346,30740A,2000000001920,SHORT BÁSICO HIDENSE,SHORTS,SHORTS,OFF,M,2,12999,129.99,FASHION MODA TREND >> SHORTS >> SHORTS >> POLIÉSTER + ELASTANO,30740A - SHORT BÁSICO HIDENSE - Tam M Cor OFF,    ,M CINTURA 80CM QUADRIL 102CM COMPRIMENTO 42CM,  ,   
36347,30740A,2000000001937,SHORT BÁSICO HIDENSE,SHORTS,SHORTS,OFF,G,1,12999,129.99,FASHION MODA TREND >> SHORTS >> SHORTS >> POLIÉSTER + ELASTANO,30740A - SHORT BÁSICO HIDENSE - Tam G Cor OFF,    ,G CINTURA 84CM QUADRIL 106CM COMPRIMENTO 46 CM,  ,   
36348,30740A,2000000001951,SHORT BÁSICO HIDENSE,SHORTS,SHORTS,ROSE,M,2,12999,129.99,FASHION MODA TREND >> SHORTS >> SHORTS >> POLIÉSTER + ELASTANO,30740A - SHORT BÁSICO HIDENSE - Tam M Cor ROSE,    ,M CINTURA 80CM QUADRIL 102CM COMPRIMENTO 42CM,  ,   
36349,30740A,2000000001975,SHORT BÁSICO HIDENSE,SHORTS,SHORTS,VERMELHO,P,2,12999,129.99,FASHION MODA TREND >> SHORTS >> SHORTS >> POLIÉSTER + ELASTANO,30740A - SHORT BÁSICO HIDENSE - Tam P Cor VERMELHO,    ,P CINTURA 76CM QUADRIL 98CM COMPRIMENTO 38CM ,  ,   
36350,30740A,2000000001982,SHORT BÁSICO HIDENSE,SHORTS,SHORTS,VERMELHO,M,1,12999,129.99,FASHION MODA TREND >> SHORTS >> SHORTS >> POLIÉSTER + ELASTANO,30740A - SHORT BÁSICO HIDENSE - Tam M Cor VERMELHO,    ,M CINTURA 80CM QUADRIL 102CM COMPRIMENTO 42CM,  ,   
36351,30740A,2000000001999,SHORT BÁSICO HIDENSE,SHORTS,SHORTS,VERMELHO,G,38,12999,129.99,FASHION MODA TREND >> SHORTS >> SHORTS >> POLIÉSTER + ELASTANO,30740A - SHORT BÁSICO HIDENSE - Tam G Cor VERMELHO,    ,G CINTURA 84CM QUADRIL 106CM COMPRIMENTO 46 CM,  ,   
36352,30740A,2000000002002,SHORT BÁSICO HIDENSE,SHORTS,SHORTS,ROSE,P,2,12999,129.99,FASHION MODA TREND >> SHORTS >> SHORTS >> POLIÉSTER + ELASTANO,30740A - SHORT BÁSICO HIDENSE - Tam P Cor ROSE,    ,P CINTURA 76CM QUADRIL 98CM COMPRIMENTO 38CM ,  ,   
36353,30750A,2000000002507,VEST. VISCOSE C/ POMPOM,VESTIDOS,VESTIDOS,LISTRA,G,0,25999,259.99,FASHION MODA TREND >> VESTIDOS >> VESTIDOS >> 100% VISCOSE ,30750A - VEST. VISCOSE C/ POMPOM - Tam G Cor LISTRA,    ,,  ,   
36354,30750A,2000000002514,VEST. VISCOSE C/ POMPOM,VESTIDOS,VESTIDOS,LISTRA,M,1,25999,259.99,FASHION MODA TREND >> VESTIDOS >> VESTIDOS >> 100% VISCOSE ,30750A - VEST. VISCOSE C/ POMPOM - Tam M Cor LISTRA,    ,M BUSTO 100 CM COMP. 82 CM,  ,   
36355,30772A,2000000002187,CROPPED CREPE TANGO,BLUSAS,,OFF,P,1,17999,179.99,FASHION MODA TREND >> BLUSAS >> 100% POLIESTER,30772A - CROPPED CREPE TANGO - Tam P Cor OFF,    ,P BUSTO 89CM  ,  ,   
36356,30772A,2000000002194,CROPPED CREPE TANGO,BLUSAS,,OFF,M,0,17999,179.99,FASHION MODA TREND >> BLUSAS >> 100% POLIESTER,30772A - CROPPED CREPE TANGO - Tam M Cor OFF,    ,M BUSTO 93 CM,  ,   
36357,30772A,2000000002200,CROPPED CREPE TANGO,BLUSAS,,OFF,G,1,17999,179.99,FASHION MODA TREND >> BLUSAS >> 100% POLIESTER,30772A - CROPPED CREPE TANGO - Tam G Cor OFF,    ,G BUSTO 97 CM,  ,   
36358,30777A,2000000002019,BL. BORDADA C/ PÉROLAS,BLUSAS,REGATA,PRETA PEROLA,P,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,30777A - BL. BORDADA C/ PÉROLAS - Tam P Cor PRETA PEROLA,    ,P BUSTO 89CM  ,  ,   
36359,30777A,2000000002026,BL. BORDADA C/ PÉROLAS,BLUSAS,REGATA,PRETA PEROLA,M,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,30777A - BL. BORDADA C/ PÉROLAS - Tam M Cor PRETA PEROLA,    ,M BUSTO 93 CM,  ,   
36360,30777A,2000000002033,BL. BORDADA C/ PÉROLAS,BLUSAS,REGATA,PRETA PEROLA,G,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,30777A - BL. BORDADA C/ PÉROLAS - Tam G Cor PRETA PEROLA,    ,G BUSTO 97 CM,  ,   
36361,30777A,2000000002040,BL. BORDADA C/ PÉROLAS,BLUSAS,REGATA,OFF PEROLA,P,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,30777A - BL. BORDADA C/ PÉROLAS - Tam P Cor OFF PEROLA,    ,P BUSTO 89CM  ,  ,   
36362,30777A,2000000002057,BL. BORDADA C/ PÉROLAS,BLUSAS,REGATA,OFF PEROLA,M,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,30777A - BL. BORDADA C/ PÉROLAS - Tam M Cor OFF PEROLA,    ,M BUSTO 93 CM,  ,   
36363,27078A,2000000002606,SAIA LONGA BAND.  A-9,SAIAS,MIDI,VERMELHA,P,1,71999,719.99,FASHION MODA TREND >> SAIAS >> MIDI >> VISCOSE + POLIAMIDA ,27078A - SAIA LONGA BAND.  A-9 - Tam P Cor VERMELHA,    ,P CINTURA 69 CM QUADRIL  99CM,  ,   
36364,27078A,2000000002613,SAIA LONGA BAND.  A-9,SAIAS,MIDI,VERMELHA,M,1,71999,719.99,FASHION MODA TREND >> SAIAS >> MIDI >> VISCOSE + POLIAMIDA ,27078A - SAIA LONGA BAND.  A-9 - Tam M Cor VERMELHA,    ,M CINTURA 73 CM QUADRIL 103 CM ,  ,   
36365,30242A,2000000002705,ALÇA CETIM C/ RENDA (2),BLUSAS,REGATA,OFF/PRETO,P,3,15999,159.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,30242A - ALÇA CETIM C/ RENDA (2) - Tam P Cor OFF/PRETO,    ,P BUSTO 74 CM CINTURA 70 CM ,  ,   
36366,30242A,2000000002712,ALÇA CETIM C/ RENDA (2),BLUSAS,REGATA,OFF/PRETO,M,1,15999,159.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,30242A - ALÇA CETIM C/ RENDA (2) - Tam M Cor OFF/PRETO,    ,M BUSTO 78 CM CINTURA 74 CM,  ,   
36367,30242A,2000000002729,ALÇA CETIM C/ RENDA (2),BLUSAS,REGATA,OFF/PRETO,G,1,15999,159.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,30242A - ALÇA CETIM C/ RENDA (2) - Tam G Cor OFF/PRETO,    ,G BUSTO 82 CM CINTURA 78 CM ,  ,   
36368,30529A,2000000002644,CROPPED CREPE BONECA,BLUSAS,CROPPED,NUDE,P,3,13999,139.99,FASHION MODA TREND >> BLUSAS >> CROPPED >> POLIÉSTER + ELASTANO,30529A - CROPPED CREPE BONECA - Tam P Cor NUDE,    ,P BUSTO 89CM  ,  ,   
36369,30529A,2000000002651,CROPPED CREPE BONECA,BLUSAS,CROPPED,NUDE,M,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> CROPPED >> POLIÉSTER + ELASTANO,30529A - CROPPED CREPE BONECA - Tam M Cor NUDE,    ,M BUSTO 93 CM,  ,   
36370,30529A,2000000002668,CROPPED CREPE BONECA,BLUSAS,CROPPED,VERMELHO,M,3,13999,139.99,FASHION MODA TREND >> BLUSAS >> CROPPED >> POLIÉSTER + ELASTANO,30529A - CROPPED CREPE BONECA - Tam M Cor VERMELHO,    ,M BUSTO 93 CM,  ,   
36371,30529A,2000000002675,CROPPED CREPE BONECA,BLUSAS,CROPPED,VERMELHO,P,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> CROPPED >> POLIÉSTER + ELASTANO,30529A - CROPPED CREPE BONECA - Tam P Cor VERMELHO,    ,P BUSTO 89CM  ,  ,   
36372,30529A,2000000002682,CROPPED CREPE BONECA,BLUSAS,CROPPED,PRETO,P,3,13999,139.99,FASHION MODA TREND >> BLUSAS >> CROPPED >> POLIÉSTER + ELASTANO,30529A - CROPPED CREPE BONECA - Tam P Cor PRETO,    ,P BUSTO 89CM  ,  ,   
36373,30529A,2000000002699,CROPPED CREPE BONECA,BLUSAS,CROPPED,PRETO,M,2,13999,139.99,FASHION MODA TREND >> BLUSAS >> CROPPED >> POLIÉSTER + ELASTANO,30529A - CROPPED CREPE BONECA - Tam M Cor PRETO,    ,M BUSTO 93 CM,  ,   
36374,30795A,2000000002569,VEST. RENDA RELEVO,VESTIDOS,MIDI,BRANCO,P,1,38999,389.99,ALL FASHION TREND MODA RENDA  >> VESTIDOS >> MIDI >> POLIAMIDA + ELASTANO,30795A - VEST. RENDA RELEVO - Tam P Cor BRANCO,    ,P BUSTO 83 CM CINT. 72CM QUAD. 93CM COMP. 49 CM,  ,   
36375,30795A,2000000002576,VEST. RENDA RELEVO,VESTIDOS,MIDI,BRANCO,M,1,38999,389.99,ALL FASHION TREND MODA RENDA  >> VESTIDOS >> MIDI >> POLIAMIDA + ELASTANO,30795A - VEST. RENDA RELEVO - Tam M Cor BRANCO,    ,M BUSTO 87CM CINT. 76CM QUAD. 97CM COMP. 51CM,  ,   
36376,27316,2000000003146,MACACÃO PANTALONA DE CREPE C/ DETALHE NO BUSTO,MACACÃO,MIDI,OFF,P,1,34999,349.99,ALL WHITE FASHION MODA TREND  >> MACACÃO >> MIDI >> POLIÉSTER + ELASTANO,27316 - MACACÃO PANTALONA DE CREPE C/ DETALHE NO BUSTO - Tam P Cor OFF,    ,P BUSTO 86CM CINT 68CM COMP 57CMM,  ,   
36377,27316,2000000003177,MACACÃO PANTALONA DE CREPE C/ DETALHE NO BUSTO,MACACÃO,MIDI,OFF,M,2,34999,349.99,ALL WHITE FASHION MODA TREND  >> MACACÃO >> MIDI >> POLIÉSTER + ELASTANO,27316 - MACACÃO PANTALONA DE CREPE C/ DETALHE NO BUSTO - Tam M Cor OFF,    ,M BUSTO 90CM CINT 72CM COMP 58CM,  ,   
36378,27316,2000000003184,MACACÃO PANTALONA DE CREPE C/ DETALHE NO BUSTO,MACACÃO,MIDI,OFF,G,1,34999,349.99,ALL WHITE FASHION MODA TREND  >> MACACÃO >> MIDI >> POLIÉSTER + ELASTANO,27316 - MACACÃO PANTALONA DE CREPE C/ DETALHE NO BUSTO - Tam G Cor OFF,    ,G BUSTO 94CM CINT 76CM COMP 59CM,  ,   
36379,27340,2000000002811,MACACÃO LONGO COM PESPONTO COS E DECOTE EM V,MACACÃO,MACACÃO,VERDE,P,1,39999,399.99,FASHION MODA TREND >> MACACÃO >> MACACÃO >> POLIÉSTER + ELASTANO,27340 - MACACÃO LONGO COM PESPONTO COS E DECOTE EM V - Tam P Cor VERDE,    ,P BUSTO 84 CM CINT. 76 CM QUADRIL 96 COMP. 161 CM ,  ,   
36380,27340,2000000002828,MACACÃO LONGO COM PESPONTO COS E DECOTE EM V,MACACÃO,MACACÃO,VERDE,M,2,39999,399.99,FASHION MODA TREND >> MACACÃO >> MACACÃO >> POLIÉSTER + ELASTANO,27340 - MACACÃO LONGO COM PESPONTO COS E DECOTE EM V - Tam M Cor VERDE,    ,M BUSTO 88 CM CINT. 80CM QUADRIL 100CM COMP. 165CM,  ,   
36381,27340,2000000002835,MACACÃO LONGO COM PESPONTO COS E DECOTE EM V,MACACÃO,MACACÃO,VERDE,G,1,39999,399.99,FASHION MODA TREND >> MACACÃO >> MACACÃO >> POLIÉSTER + ELASTANO,27340 - MACACÃO LONGO COM PESPONTO COS E DECOTE EM V - Tam G Cor VERDE,    ,G BUSTO 92CM CINT. 84CM QUADRIL 104CM COMP. 169CM ,  ,   
36382,27354,2000000002897,CALÇA PANTACOURT COM TRANCA BICOLOR  NO COS,CALÇAS,PANTACOURT,VERDE,38,1,27999,279.99,FASHION MODA TREND >> CALÇAS >> PANTACOURT >> 100% VISCOSE ,27354 - CALÇA PANTACOURT COM TRANCA BICOLOR  NO COS - Tam 038 Cor VERDE,    ,38 CINTURA 69 CM QUADRIL 99 CM ,  ,   
36383,27354,2000000002903,CALÇA PANTACOURT COM TRANCA BICOLOR  NO COS,CALÇAS,PANTACOURT,VERDE,40,2,28999,289.99,FASHION MODA TREND >> CALÇAS >> PANTACOURT >> 100% VISCOSE ,27354 - CALÇA PANTACOURT COM TRANCA BICOLOR  NO COS - Tam 040 Cor VERDE,    ,40 CINTURA 73 CM QUADRIL 103 CM,  ,   
36384,27354,2000000002910,CALÇA PANTACOURT COM TRANCA BICOLOR  NO COS,CALÇAS,PANTACOURT,VERDE,42,1,28999,289.99,FASHION MODA TREND >> CALÇAS >> PANTACOURT >> 100% VISCOSE ,27354 - CALÇA PANTACOURT COM TRANCA BICOLOR  NO COS - Tam 042 Cor VERDE,    ,42 CINTURA 77 CM QUADRIL 107 CM ,  ,   
36385,27355,2000000003054,VESTIDO MALHA CANELADA C/ RECORTE E SAIA ANAGUA,VESTIDOS,MIDI,PRETO,P,2,33999,339.99,FASHION MODA TREND >> VESTIDOS >> MIDI >> POLIÉSTER + ELASTANO,27355 - VESTIDO MALHA CANELADA C/ RECORTE E SAIA ANAGUA - Tam P Cor PRETO,    ,P BUSTO 82CM CINT 64CM COMP 71CM,  ,   
36386,27355,2000000003061,VESTIDO MALHA CANELADA C/ RECORTE E SAIA ANAGUA,VESTIDOS,MIDI,PRETO,M,1,33999,339.99,FASHION MODA TREND >> VESTIDOS >> MIDI >> POLIÉSTER + ELASTANO,27355 - VESTIDO MALHA CANELADA C/ RECORTE E SAIA ANAGUA - Tam M Cor PRETO,    ,M BUSTO 86CM CINT 68CM COMP 72CM,  ,   
36387,27430,2000000003092,CALÇA FLARE C/ BORDADO NA PERNA,CALÇAS,FLARE,OFF BORDADO,38,1,33999,339.99,FASHION MODA TREND >> CALÇAS >> FLARE >> POLIÉSTER + ELASTANO,27430 - CALÇA FLARE C/ BORDADO NA PERNA - Tam 038 Cor OFF BORDADO,    ,38 CINTURA 69 CM QUADRIL 99 CM ,  ,   
36388,27430,2000000003108,CALÇA FLARE C/ BORDADO NA PERNA,CALÇAS,FLARE,OFF BORDADO,40,1,33999,339.99,FASHION MODA TREND >> CALÇAS >> FLARE >> POLIÉSTER + ELASTANO,27430 - CALÇA FLARE C/ BORDADO NA PERNA - Tam 040 Cor OFF BORDADO,    ,40 CINTURA 73 CM QUADRIL 103 CM,  ,   
36389,27451,2000000003078,BLUSA BORDADA FLORES,BLUSAS,,OFF BORDADA,P,1,23999,239.99,FASHION MODA TREND >> BLUSAS >> POLIÉSTER + ELASTANO,27451 - BLUSA BORDADA FLORES - Tam P Cor OFF BORDADA,    ,P BUSTO 89CM  ,  ,   
36390,27451,2000000003085,BLUSA BORDADA FLORES,BLUSAS,,OFF BORDADA,M,1,23999,239.99,FASHION MODA TREND >> BLUSAS >> POLIÉSTER + ELASTANO,27451 - BLUSA BORDADA FLORES - Tam M Cor OFF BORDADA,    ,M BUSTO 93 CM,  ,   
36391,27495,2000000002842,VESTIDO MIDI DE FECHAMENTO COM NO NA GOLA,VESTIDOS,MIDI,ROSA LISTRA,M,1,29999,299.99,FASHION MODA TREND >> VESTIDOS >> MIDI >> ALGODÃO+ ELASTANO + POLIÉSTER,27495 - VESTIDO MIDI DE FECHAMENTO COM NO NA GOLA - Tam M Cor ROSA LISTRA,    ,M BUSTO 93 CM CINTURA 73CM COMPRIMENTO 101 CM,  ,   
36392,27495,2000000002859,VESTIDO MIDI DE FECHAMENTO COM NO NA GOLA,VESTIDOS,MIDI,ROSA LISTRA,P,2,29999,299.99,FASHION MODA TREND >> VESTIDOS >> MIDI >> ALGODÃO+ ELASTANO + POLIÉSTER,27495 - VESTIDO MIDI DE FECHAMENTO COM NO NA GOLA - Tam P Cor ROSA LISTRA,    ,P BUSTO 89 CM CINTURA 69CM COMPRIMENTO 100 CM,  ,   
36393,27506,2000000002774,BLUSA OMBRO A OMBRO FLORAL,BLUSAS,CROPPED,AZUL E VERDE,P,1,19999,199.99,CONJUNTO FASHION TREND MODA >> BLUSAS >> CROPPED >> 100% POLIESTER,27506 - BLUSA OMBRO A OMBRO FLORAL - Tam P Cor AZUL E VERDE,    ,P BUSTO 89CM  ,  ,   
36394,27506,2000000002781,BLUSA OMBRO A OMBRO FLORAL,BLUSAS,CROPPED,AZUL E VERDE,M,0,19999,199.99,CONJUNTO FASHION TREND MODA >> BLUSAS >> CROPPED >> 100% POLIESTER,27506 - BLUSA OMBRO A OMBRO FLORAL - Tam M Cor AZUL E VERDE,    ,M BUSTO 93 CM,  ,   
36395,27507,2000000002798,PANTALONA FLORAL,CALÇAS,CALÇAS,AZUL/VERDE,38,0,29999,299.99,CALÇAS >> CALÇAS >> 100% POLIESTER,27507 - PANTALONA FLORAL - Tam 038 Cor AZUL/VERDE,    ,38 CINTURA 72  QUADRIL 93 COMPRIMENTO113,  ,   
36396,27507,2000000002804,PANTALONA FLORAL,CALÇAS,CALÇAS,AZUL/VERDE,40,1,29999,299.99,CALÇAS >> CALÇAS >> 100% POLIESTER,27507 - PANTALONA FLORAL - Tam 040 Cor AZUL/VERDE,    ,40 CINTURA 76 QUADRIL 97 COMPRIMENTO 114,  ,   
36397,27517,2000000002996,CALÇA AZUL COM LISTRAS LATERAIS,CALÇAS,,,38,2,23999,239.99,,27517 - CALÇA AZUL COM LISTRAS LATERAIS - Tam 038 Cor ,    ,,  ,   
36398,27517,2000000003009,CALÇA AZUL COM LISTRAS LATERAIS,CALÇAS,,,40,1,18999,189.99,,27517 - CALÇA AZUL COM LISTRAS LATERAIS - Tam 040 Cor ,    ,,  ,   
36399,27517,2000000003016,CALÇA AZUL COM LISTRAS LATERAIS,CALÇAS,,,42,1,23999,239.99,,27517 - CALÇA AZUL COM LISTRAS LATERAIS - Tam 042 Cor ,    ,,  ,   
36400,27518,2000000003122,BLUSA COM DETALHE DE TIRAS NAS MANGAS E NAS LATERAIS,CONJUNTOS,,AZUL E VERDE,P,2,33999,339.99,CONJUNTO FASHION TREND MODA >> CONJUNTOS >> POLIÉSTER + ELASTANO,27518 - BLUSA COM DETALHE DE TIRAS NAS MANGAS E NAS LATERAIS - Tam P Cor AZUL E VERDE,    ,P BUSTO 85 CM,  ,   
36401,27518,2000000003139,BLUSA COM DETALHE DE TIRAS NAS MANGAS E NAS LATERAIS,CONJUNTOS,,AZUL E VERDE,M,1,33999,339.99,CONJUNTO FASHION TREND MODA >> CONJUNTOS >> POLIÉSTER + ELASTANO,27518 - BLUSA COM DETALHE DE TIRAS NAS MANGAS E NAS LATERAIS - Tam M Cor AZUL E VERDE,    ,M BUSTO 89 CM ,  ,   
